2021,8,12,10,0,24.69
2021,8,12,11,0,24.81
2021,8,12,11,1,25.06
2021,8,12,11,2,25.5
2021,8,12,11,3,26.19
2021,8,12,11,4,27
2021,8,12,11,5,27.75
2021,8,12,11,6,28.44
2021,8,12,11,7,29
2021,8,12,11,8,29.44
2021,8,12,11,9,29.81
2021,8,12,11,10,30
2021,8,12,22,0,30.06
2021,8,12,22,1,30
2021,8,12,22,2,29.88
2021,8,12,22,3,29.63
2021,8,12,22,4,29.38
2021,8,12,22,5,29
2021,8,12,22,6,28.69
2021,8,12,22,7,28.31
2021,8,12,22,8,27.88
2021,8,12,22,9,27.5
2021,8,12,22,10,27.06
2021,8,12,22,11,26.69
2021,8,12,22,12,26.38
2021,8,12,22,13,26.13
2021,8,13,19,0,27.56
2021,8,13,20,0,27.69
2021,8,13,21,0,27.75
2021,8,13,22,0,27.69
2021,8,13,23,0,27.56
2021,8,13,23,1,27.31
2021,8,13,23,2,27.06
2021,8,13,23,3,26.81
2021,8,13,23,4,26.44
2021,8,13,23,5,26.13
2021,8,13,23,6,25.75
2021,8,13,23,7,25.44
2021,8,13,23,8,25.06
2021,8,13,23,9,24.75
2021,8,13,23,10,24.44
2021,8,14,10,0,24.13
2021,8,14,11,0,21.81
2021,8,14,11,1,21.94
2021,8,14,11,2,22.44
2021,8,14,11,3,22.94
2021,8,14,11,4,23.56
2021,8,14,11,5,24.13
2021,8,14,11,6,24.63
2021,8,14,11,7,25.06
2021,8,14,11,8,25.44
2021,8,14,11,9,25.69
2021,8,14,20,0,25.81
2021,8,14,20,1,25.88
2021,8,14,20,2,25.88
2021,8,14,20,3,25.75
2021,8,14,20,4,25.56
2021,8,14,20,5,25.31
2021,8,14,20,6,25.06
2021,8,14,20,7,24.75
2021,8,14,20,8,24.44
2021,8,14,20,9,24.19
2021,8,14,20,10,23.81
2021,8,14,20,11,23.5
2021,8,14,20,12,23.19
2021,8,14,20,13,22.88
2021,8,15,15,0,24.5
2021,8,15,15,1,25.13
2021,8,15,15,2,25.69
2021,8,15,15,3,26.13
2021,8,15,15,4,26.38
2021,8,15,15,5,26.56
2021,8,15,15,6,26.63
2021,8,15,22,0,26.63
2021,8,15,23,0,26.5
2021,8,15,23,1,26.31
2021,8,15,23,2,26.06
2021,8,15,23,3,25.88
2021,8,15,23,4,25.56
2021,8,15,23,5,25.19
2021,8,15,23,6,24.88
2021,8,15,23,7,24.56
2021,8,15,23,8,24.19
2021,8,15,23,9,23.81
2021,8,15,23,10,23.5
2021,8,16,9,0,23.19
2021,8,16,10,0,22.94
2021,8,16,11,0,22.69
2021,8,16,12,0,22.56
2021,8,16,13,0,22.38
2021,8,16,14,0,22.31
2021,8,16,15,0,22.19
2021,8,16,16,0,22.06
2021,8,16,17,0,21.94
2021,8,16,18,0,21.88
2021,8,16,19,0,21.81
2021,8,16,19,1,21.69
2021,8,16,21,0,21.56
2021,8,16,22,0,21.44
2021,8,16,23,0,21.31
2021,8,17,0,0,21.06
2021,8,17,0,1,20.75
2021,8,17,0,2,20.44
2021,8,17,0,3,20.13
2021,8,17,0,4,19.81
2021,8,17,0,5,19.5
2021,8,17,0,6,19.19
2021,8,17,0,7,18.81
2021,8,17,0,8,18.56
2021,8,17,0,9,18.31
2021,8,17,0,10,18.06
2021,8,17,0,11,17.81
2021,8,17,0,12,17.69
2021,8,17,0,13,17.63
2021,8,17,0,14,17.56
2021,8,17,0,15,17.63
2021,8,17,0,16,17.81
2021,8,17,0,17,17.94
2021,8,17,0,18,18.06
2021,8,17,0,19,18.25
2021,8,17,0,20,18.44
2021,8,17,0,21,18.56
2021,8,17,0,22,18.69
2021,8,17,0,23,18.75
2021,8,17,0,24,18.75
2021,8,18,0,0,18.75
2021,8,18,0,1,18.63
2021,8,18,0,2,18.5
2021,8,18,0,3,18.31
2021,8,18,0,4,18.13
2021,8,18,0,5,17.94
2021,8,18,0,6,17.75
2021,8,18,0,7,17.5
2021,8,18,0,8,17.31
2021,8,18,0,9,17.13
2021,8,18,0,10,17.06
2021,8,18,0,11,17
2021,8,18,0,12,17.06
2021,8,18,13,0,17.25
2021,8,18,13,1,17.5
2021,8,18,13,2,17.81
2021,8,18,16,0,18.25
2021,8,18,17,0,18.63
2021,8,18,18,0,19
2021,8,18,19,0,19.38
2021,8,18,19,1,19.69
2021,8,18,21,0,19.94
2021,8,18,21,0,20.06
2021,8,18,21,1,20.06
2021,8,18,21,2,20.06
2021,8,18,21,3,20
2021,8,18,21,4,19.88
2021,8,18,21,5,19.75
2021,8,18,21,6,19.56
2021,8,18,21,7,19.38
2021,8,18,21,8,19.19
2021,8,18,21,9,19
2021,8,18,21,10,18.75
2021,8,18,21,11,18.56
2021,8,18,21,12,18.38
2021,8,18,21,13,18.19
2021,8,19,11,0,18.13
2021,8,19,12,0,18.06
2021,8,19,13,0,18.19
2021,8,19,14,0,18.25
2021,8,19,14,1,18.44
2021,8,19,14,2,18.75
2021,8,19,14,3,19
2021,8,19,14,4,19.31
2021,8,19,14,5,19.63
2021,8,19,14,6,19.88
2021,8,19,14,7,20.13
2021,8,19,14,8,20.25
2021,8,19,14,9,20.31
2021,8,19,14,10,20.38
2021,8,19,14,11,20.31
2021,8,19,14,12,20.25
2021,8,19,14,13,20.13
2021,8,19,14,24,18.38
2021,8,19,14,25,18.31
2021,8,19,14,26,18.31
2021,8,19,14,27,18.31
2021,8,20,17,0,18.31
2021,8,20,17,1,18.38
2021,8,20,17,2,18.38
2021,8,20,20,0,18.31
2021,8,20,21,0,18.25
2021,8,20,22,0,18.25
2021,8,20,23,0,18.19
2021,8,21,0,0,18.13
2021,8,21,1,0,18
2021,8,21,1,1,17.88
2021,8,21,1,2,17.81
2021,8,21,1,3,17.75
2021,8,21,1,4,17.69
2021,8,21,1,5,17.56
2021,8,21,1,6,17.44
2021,8,21,1,7,17.38
2021,8,21,1,8,17.31
2021,8,21,1,9,17.25
2021,8,21,1,10,17.25
2021,8,21,1,11,17.25
2021,8,21,1,12,17.31
2021,8,21,1,13,17.44
2021,8,21,1,14,17.69
2021,8,21,16,0,17.88
2021,8,21,17,0,18.19
2021,8,21,17,1,18.5
2021,8,21,17,2,18.81
2021,8,21,19,0,19
2021,8,21,20,0,19.19
2021,8,21,21,0,19.25
2021,8,21,21,1,19.31
2021,8,21,21,2,19.25
2021,8,21,21,3,19.19
2021,8,21,21,4,19.13
2021,8,21,21,5,19
2021,8,21,21,6,18.81
2021,8,21,21,7,18.69
2021,8,21,21,8,18.5
2021,8,21,21,9,18.38
2021,8,21,21,10,18.19
2021,8,21,21,11,18
2021,8,21,21,12,17.88
2021,8,21,21,13,17.69
2021,8,22,21,0,18.38
2021,8,22,22,0,18.38
2021,8,22,22,1,18.31
2021,8,22,22,2,18.19
2021,8,22,22,3,18
2021,8,22,22,4,17.81
2021,8,22,22,5,17.63
2021,8,22,22,6,17.44
2021,8,22,22,7,17.19
2021,8,22,22,8,17
2021,8,22,22,9,16.81
